wx,time,pitch,wz,az,ay,yaw,ax,roll,wy
-5.0,1.03,4909.0,1.0,327.0,380.0,32039.0,-17.0,328.0,-5.0
-5.0,1.03,4909.0,1.0,327.0,380.0,32039.0,-17.0,328.0,-5.0
-3.0,1.05,4908.0,-4.0,325.0,379.0,32040.0,-20.0,329.0,4.0
1.0,1.08,4908.0,-8.0,325.0,378.0,32043.0,-16.0,332.0,8.0
8.0,1.1,4909.0,-2.0,325.0,379.0,32044.0,-16.0,335.0,7.0
11.0,1.11,4911.0,4.0,326.0,379.0,32044.0,-16.0,335.0,3.0
11.0,1.12,4912.0,7.0,325.0,378.0,32043.0,-16.0,334.0,-1.0
7.0,1.13,4913.0,5.0,324.0,377.0,32042.0,-17.0,333.0,-3.0
2.0,1.14,4913.0,4.0,327.0,377.0,32042.0,-20.0,332.0,0.0
1.0,1.15,4913.0,3.0,328.0,377.0,32041.0,-18.0,333.0,6.0
1.0,1.16,4913.0,-1.0,326.0,376.0,32041.0,-13.0,333.0,1.0
-1.0,1.17,4913.0,-5.0,326.0,375.0,32042.0,-15.0,333.0,-1.0
0.0,1.18,4913.0,-4.0,325.0,374.0,32043.0,-18.0,334.0,9.0
2.0,1.19,4914.0,-2.0,324.0,376.0,32043.0,-14.0,336.0,20.0
4.0,1.2,4914.0,2.0,324.0,376.0,32043.0,-11.0,338.0,18.0
4.0,1.21,4915.0,5.0,323.0,378.0,32042.0,-12.0,338.0,6.0
4.0,1.22,4915.0,10.0,322.0,379.0,32041.0,-17.0,337.0,2.0
2.0,1.23,4915.0,15.0,322.0,381.0,32038.0,-24.0,337.0,22.0
-3.0,1.24,4915.0,21.0,323.0,382.0,32035.0,-21.0,339.0,42.0
-5.0,1.25,4915.0,18.0,325.0,382.0,32032.0,-13.0,340.0,35.0
-6.0,1.26,4914.0,7.0,325.0,383.0,32031.0,-10.0,341.0,12.0
-9.0,1.27,4913.0,-4.0,324.0,384.0,32031.0,-13.0,340.0,-12.0
-10.0,1.28,4912.0,-9.0,325.0,385.0,32033.0,-16.0,339.0,-19.0
-12.0,1.29,4911.0,-6.0,325.0,384.0,32034.0,-18.0,338.0,-15.0
-13.0,1.3,4910.0,0.0,324.0,383.0,32033.0,-18.0,337.0,-10.0
-14.0,1.31,4909.0,7.0,324.0,383.0,32032.0,-17.0,335.0,-10.0
-12.0,1.32,4907.0,11.0,326.0,382.0,32030.0,-22.0,333.0,-8.0
-24.0,1.34,4904.0,12.0,324.0,381.0,32026.0,-22.0,334.0,27.0
-29.0,1.36,4898.0,4.0,330.0,375.0,32024.0,-17.0,338.0,31.0
-29.0,1.36,4898.0,4.0,330.0,375.0,32024.0,-17.0,338.0,31.0
-31.0,1.37,4895.0,-5.0,329.0,374.0,32024.0,-16.0,340.0,21.0
-33.0,1.38,4892.0,-9.0,329.0,372.0,32025.0,-20.0,343.0,15.0
-34.0,1.39,4888.0,-7.0,328.0,373.0,32026.0,-17.0,345.0,19.0
-29.0,1.4,4885.0,-5.0,327.0,371.0,32027.0,-15.0,347.0,18.0
-22.0,1.41,4883.0,-5.0,328.0,370.0,32027.0,-12.0,349.0,10.0
-1.0,1.43,4882.0,-2.0,330.0,373.0,32029.0,-22.0,351.0,12.0
7.0,1.44,4883.0,2.0,330.0,373.0,32028.0,-18.0,353.0,28.0
13.0,1.45,4884.0,3.0,330.0,371.0,32028.0,-13.0,355.0,23.0
17.0,1.47,4887.0,1.0,329.0,373.0,32028.0,-18.0,357.0,10.0
17.0,1.48,4889.0,4.0,327.0,375.0,32028.0,-21.0,358.0,14.0
16.0,1.49,4891.0,7.0,324.0,376.0,32027.0,-17.0,359.0,14.0
17.0,1.5,4892.0,6.0,323.0,377.0,32026.0,-12.0,358.0,0.0
18.0,1.51,4894.0,2.0,326.0,379.0,32026.0,-17.0,357.0,-12.0
16.0,1.52,4896.0,-1.0,325.0,381.0,32026.0,-21.0,356.0,-7.0
12.0,1.53,4897.0,1.0,324.0,382.0,32026.0,-23.0,357.0,5.0
2.0,1.55,4898.0,0.0,328.0,380.0,32026.0,-14.0,358.0,7.0
-1.0,1.56,4898.0,1.0,326.0,380.0,32025.0,-20.0,358.0,-3.0
-5.0,1.57,4897.0,5.0,326.0,381.0,32025.0,-26.0,358.0,5.0
-10.0,1.58,4896.0,10.0,327.0,381.0,32023.0,-24.0,359.0,20.0
-11.0,1.6,4894.0,2.0,329.0,377.0,32021.0,-19.0,361.0,14.0
-15.0,1.61,4893.0,-4.0,329.0,375.0,32022.0,-18.0,362.0,6.0
-18.0,1.62,4891.0,-8.0,328.0,375.0,32023.0,-17.0,363.0,-2.0
-19.0,1.63,4889.0,-10.0,327.0,373.0,32024.0,-15.0,362.0,-10.0
-14.0,1.65,4886.0,-3.0,323.0,374.0,32025.0,-15.0,359.0,-23.0
-6.0,1.66,4886.0,-2.0,326.0,375.0,32025.0,-19.0,358.0,-14.0
2.0,1.67,4886.0,4.0,325.0,377.0,32025.0,-18.0,358.0,5.0
10.0,1.69,4888.0,8.0,326.0,376.0,32023.0,-16.0,359.0,16.0
10.0,1.69,4888.0,8.0,326.0,376.0,32023.0,-16.0,359.0,16.0
8.0,1.71,4890.0,6.0,329.0,375.0,32020.0,-18.0,359.0,3.0
6.0,1.72,4890.0,4.0,328.0,376.0,32020.0,-19.0,358.0,-2.0
2.0,1.73,4891.0,1.0,328.0,377.0,32020.0,-19.0,357.0,-8.0
-3.0,1.74,4890.0,-2.0,327.0,378.0,32020.0,-20.0,356.0,-14.0
-12.0,1.76,4888.0,-1.0,327.0,379.0,32020.0,-21.0,354.0,-8.0
-13.0,1.77,4887.0,-4.0,328.0,377.0,32021.0,-18.0,353.0,-12.0
-11.0,1.78,4886.0,-6.0,329.0,375.0,32022.0,-22.0,352.0,-11.0
-14.0,1.79,4884.0,-3.0,326.0,377.0,32022.0,-21.0,353.0,3.0
-11.0,1.8,4883.0,2.0,327.0,376.0,32021.0,-19.0,353.0,10.0
-6.0,1.81,4883.0,5.0,328.0,374.0,32021.0,-18.0,354.0,10.0
3.0,1.83,4883.0,4.0,327.0,374.0,32019.0,-18.0,355.0,11.0
4.0,1.84,4883.0,6.0,329.0,376.0,32018.0,-19.0,355.0,14.0
7.0,1.85,4884.0,7.0,330.0,375.0,32018.0,-18.0,356.0,11.0
5.0,1.86,4884.0,1.0,326.0,374.0,32017.0,-15.0,356.0,4.0
-2.0,1.88,4884.0,-7.0,327.0,374.0,32019.0,-18.0,356.0,-13.0
3.0,1.89,4884.0,-7.0,329.0,375.0,32020.0,-19.0,355.0,-13.0
6.0,1.9,4885.0,-5.0,327.0,375.0,32021.0,-16.0,354.0,-13.0
8.0,1.91,4885.0,-2.0,326.0,377.0,32022.0,-17.0,353.0,-17.0
9.0,1.92,4886.0,2.0,329.0,379.0,32021.0,-21.0,352.0,-4.0
11.0,1.94,4889.0,8.0,329.0,379.0,32020.0,-20.0,354.0,19.0
9.0,1.95,4890.0,7.0,330.0,378.0,32019.0,-18.0,355.0,12.0
5.0,1.96,4890.0,2.0,328.0,376.0,32018.0,-17.0,355.0,2.0
-1.0,1.97,4890.0,-4.0,326.0,376.0,32019.0,-16.0,354.0,-12.0
-9.0,1.98,4889.0,-9.0,325.0,377.0,32020.0,-21.0,353.0,-15.0
-14.0,1.99,4888.0,-6.0,324.0,381.0,32021.0,-31.0,354.0,6.0
-13.0,2.01,4885.0,11.0,326.0,381.0,32018.0,-14.0,361.0,49.0
-6.0,2.02,4885.0,8.0,325.0,377.0,32017.0,-7.0,363.0,32.0
-4.0,2.03,4884.0,5.0,327.0,375.0,32016.0,-11.0,363.0,5.0
-6.0,2.05,4884.0,5.0,328.0,376.0,32015.0,-20.0,360.0,-12.0
-9.0,2.06,4883.0,3.0,329.0,375.0,32014.0,-24.0,359.0,-8.0
-10.0,2.07,4882.0,0.0,331.0,375.0,32014.0,-25.0,359.0,3.0
-11.0,2.08,4881.0,-3.0,329.0,375.0,32014.0,-20.0,360.0,11.0
-15.0,2.09,4879.0,-6.0,328.0,375.0,32015.0,-19.0,362.0,14.0
-9.0,2.11,4877.0,-5.0,327.0,374.0,32017.0,-15.0,365.0,7.0
-7.0,2.12,4876.0,-2.0,326.0,374.0,32017.0,-12.0,365.0,-2.0
-2.0,2.13,4876.0,0.0,326.0,374.0,32017.0,-15.0,364.0,-6.0
-2.0,2.13,4876.0,0.0,326.0,374.0,32017.0,-15.0,364.0,-6.0
9.0,2.15,4878.0,7.0,326.0,377.0,32015.0,-22.0,363.0,6.0
9.0,2.16,4879.0,9.0,327.0,377.0,32014.0,-21.0,363.0,11.0
6.0,2.17,4879.0,8.0,327.0,377.0,32013.0,-20.0,363.0,11.0
-4.0,2.19,4879.0,0.0,328.0,376.0,32012.0,-20.0,364.0,7.0
-11.0,2.2,4878.0,-3.0,328.0,375.0,32012.0,-18.0,364.0,-2.0
-13.0,2.21,4877.0,-5.0,328.0,375.0,32013.0,-20.0,364.0,-5.0
-3.0,2.23,4875.0,-1.0,328.0,375.0,32013.0,-19.0,364.0,-3.0
0.0,2.24,4875.0,3.0,329.0,375.0,32013.0,-18.0,363.0,-5.0
7.0,2.25,4876.0,5.0,331.0,376.0,32012.0,-21.0,362.0,-1.0
10.0,2.26,4877.0,6.0,329.0,376.0,32012.0,-20.0,362.0,7.0
1.0,2.28,4878.0,4.0,326.0,377.0,32010.0,-19.0,363.0,8.0
-5.0,2.29,4877.0,2.0,326.0,378.0,32010.0,-21.0,363.0,8.0
-10.0,2.3,4876.0,3.0,325.0,378.0,32009.0,-23.0,364.0,14.0
-13.0,2.31,4875.0,3.0,327.0,377.0,32008.0,-23.0,366.0,22.0
-12.0,2.32,4874.0,5.0,327.0,377.0,32008.0,-19.0,367.0,25.0
-11.0,2.33,4873.0,-1.0,327.0,374.0,32008.0,-14.0,369.0,17.0
-8.0,2.34,4872.0,-3.0,326.0,373.0,32008.0,-12.0,370.0,4.0
-8.0,2.34,4872.0,-3.0,326.0,373.0,32008.0,-12.0,370.0,4.0
-1.0,2.37,4871.0,1.0,326.0,376.0,32009.0,-15.0,368.0,-11.0
-1.0,2.37,4871.0,1.0,326.0,376.0,32009.0,-15.0,368.0,-11.0
0.0,2.39,4872.0,5.0,328.0,377.0,32007.0,-23.0,363.0,-19.0
1.0,2.4,4872.0,5.0,329.0,376.0,32006.0,-26.0,361.0,-11.0
-9.0,2.42,4871.0,5.0,330.0,377.0,32005.0,-25.0,362.0,17.0
-9.0,2.43,4870.0,3.0,330.0,376.0,32004.0,-20.0,364.0,20.0
-9.0,2.44,4869.0,1.0,331.0,375.0,32004.0,-20.0,365.0,18.0
-7.0,2.46,4867.0,2.0,331.0,373.0,32003.0,-19.0,370.0,29.0
-9.0,2.47,4867.0,1.0,329.0,374.0,32003.0,-19.0,372.0,23.0
-10.0,2.48,4866.0,1.0,330.0,375.0,32003.0,-20.0,373.0,13.0
-8.0,2.49,4865.0,0.0,329.0,375.0,32003.0,-20.0,374.0,4.0
-6.0,2.5,4864.0,-1.0,328.0,374.0,32003.0,-21.0,374.0,2.0
-6.0,2.5,4864.0,-1.0,328.0,374.0,32003.0,-21.0,374.0,2.0
-8.0,2.51,4863.0,-1.0,330.0,373.0,32003.0,-19.0,374.0,1.0
1.0,2.53,4863.0,-2.0,329.0,372.0,32003.0,-15.0,373.0,-8.0
3.0,2.54,4863.0,-2.0,326.0,374.0,32004.0,-16.0,373.0,-8.0
5.0,2.56,4864.0,3.0,327.0,376.0,32003.0,-22.0,372.0,7.0
7.0,2.57,4865.0,6.0,329.0,376.0,32002.0,-19.0,373.0,11.0
4.0,2.59,4866.0,2.0,329.0,373.0,32001.0,-20.0,372.0,1.0
2.0,2.6,4866.0,-2.0,329.0,373.0,32002.0,-20.0,372.0,-5.0
0.0,2.61,4866.0,-6.0,330.0,374.0,32003.0,-22.0,373.0,-1.0
2.0,2.62,4866.0,-4.0,327.0,374.0,32003.0,-20.0,374.0,10.0
4.0,2.63,4866.0,-2.0,328.0,374.0,32004.0,-15.0,375.0,6.0
11.0,2.66,4870.0,3.0,329.0,377.0,32003.0,-21.0,373.0,-7.0
13.0,2.67,4871.0,4.0,330.0,376.0,32003.0,-21.0,372.0,-9.0
6.0,2.69,4873.0,0.0,329.0,376.0,32003.0,-23.0,368.0,-22.0
3.0,2.7,4873.0,-1.0,331.0,375.0,32003.0,-23.0,366.0,-19.0
3.0,2.7,4873.0,-1.0,331.0,375.0,32003.0,-23.0,366.0,-19.0
1.0,2.71,4873.0,-3.0,329.0,376.0,32003.0,-22.0,365.0,-9.0
-2.0,2.72,4873.0,-1.0,325.0,377.0,32003.0,-22.0,366.0,3.0
0.0,2.74,4873.0,2.0,327.0,378.0,32003.0,-20.0,368.0,13.0
2.0,2.75,4873.0,3.0,328.0,377.0,32003.0,-18.0,369.0,15.0
3.0,2.76,4873.0,4.0,330.0,377.0,32002.0,-20.0,370.0,14.0
-4.0,2.78,4873.0,6.0,326.0,377.0,32000.0,-19.0,371.0,10.0
-6.0,2.79,4872.0,7.0,327.0,378.0,31999.0,-20.0,371.0,9.0
-7.0,2.8,4872.0,5.0,329.0,376.0,31998.0,-19.0,370.0,4.0
-9.0,2.82,4871.0,0.0,330.0,373.0,31998.0,-21.0,371.0,10.0
-7.0,2.83,4870.0,0.0,330.0,373.0,31997.0,-20.0,373.0,17.0
-4.0,2.84,4870.0,1.0,328.0,373.0,31997.0,-16.0,374.0,14.0
0.0,2.86,4869.0,-1.0,325.0,373.0,31998.0,-14.0,373.0,-12.0
1.0,2.87,4870.0,0.0,326.0,375.0,31997.0,-20.0,371.0,-11.0
5.0,2.88,4870.0,6.0,330.0,376.0,31997.0,-25.0,370.0,-2.0
6.0,2.9,4872.0,9.0,328.0,376.0,31994.0,-21.0,371.0,20.0
7.0,2.91,4872.0,5.0,330.0,375.0,31993.0,-18.0,372.0,15.0
5.0,2.93,4873.0,-1.0,329.0,375.0,31993.0,-21.0,373.0,3.0
-3.0,2.94,4873.0,-3.0,327.0,375.0,31994.0,-18.0,373.0,0.0
-6.0,2.95,4872.0,-3.0,328.0,377.0,31994.0,-20.0,373.0,-9.0
-5.0,2.96,4872.0,-1.0,331.0,378.0,31994.0,-23.0,372.0,-5.0
-5.0,2.96,4872.0,-1.0,331.0,378.0,31994.0,-23.0,372.0,-5.0
0.0,2.99,4871.0,5.0,329.0,374.0,31992.0,-18.0,374.0,14.0
0.0,2.99,4871.0,5.0,329.0,374.0,31992.0,-18.0,374.0,14.0
0.0,3.0,4871.0,0.0,325.0,374.0,31992.0,-16.0,375.0,10.0
-2.0,3.01,4871.0,-1.0,324.0,374.0,31992.0,-16.0,375.0,2.0
-1.0,3.03,4871.0,-3.0,326.0,374.0,31993.0,-19.0,375.0,-3.0
-2.0,3.04,4871.0,-1.0,327.0,376.0,31993.0,-20.0,374.0,-9.0
-2.0,3.05,4871.0,0.0,327.0,378.0,31993.0,-23.0,373.0,-10.0
0.0,3.07,4871.0,4.0,329.0,377.0,31992.0,-20.0,371.0,-4.0
0.0,3.08,4871.0,3.0,331.0,378.0,31991.0,-22.0,370.0,-4.0
-1.0,3.09,4871.0,4.0,329.0,378.0,31991.0,-25.0,370.0,2.0
-7.0,3.1,4870.0,4.0,330.0,377.0,31990.0,-26.0,371.0,13.0
-10.0,3.11,4869.0,5.0,333.0,375.0,31989.0,-23.0,372.0,13.0
-15.0,3.13,4866.0,-1.0,328.0,373.0,31989.0,-16.0,372.0,-1.0
-19.0,3.14,4865.0,-4.0,327.0,373.0,31989.0,-16.0,371.0,-8.0
-16.0,3.15,4863.0,-3.0,328.0,373.0,31990.0,-21.0,371.0,-6.0
-12.0,3.16,4862.0,0.0,330.0,375.0,31990.0,-21.0,371.0,-3.0
-6.0,3.17,4861.0,2.0,328.0,374.0,31989.0,-21.0,371.0,8.0
-1.0,3.19,4861.0,-1.0,327.0,374.0,31989.0,-14.0,374.0,12.0
-2.0,3.2,4861.0,-1.0,325.0,373.0,31990.0,-14.0,375.0,10.0
-3.0,3.21,4860.0,2.0,326.0,374.0,31989.0,-14.0,375.0,4.0
2.0,3.23,4860.0,5.0,329.0,374.0,31988.0,-18.0,373.0,-5.0
2.0,3.23,4860.0,5.0,329.0,374.0,31988.0,-18.0,373.0,-5.0
6.0,3.24,4861.0,7.0,330.0,375.0,31987.0,-18.0,370.0,-19.0
4.0,3.26,4862.0,3.0,330.0,378.0,31986.0,-26.0,365.0,-19.0
0.0,3.27,4862.0,4.0,331.0,378.0,31985.0,-25.0,364.0,-13.0
-8.0,3.29,4861.0,0.0,333.0,375.0,31985.0,-25.0,360.0,-16.0
-11.0,3.3,4860.0,4.0,332.0,377.0,31984.0,-28.0,359.0,-6.0
-5.0,3.32,4859.0,18.0,332.0,374.0,31980.0,-20.0,355.0,-9.0
0.0,3.33,4859.0,20.0,329.0,374.0,31977.0,-20.0,352.0,-11.0
3.0,3.34,4859.0,29.0,328.0,375.0,31972.0,-21.0,348.0,-8.0
11.0,3.35,4861.0,45.0,327.0,375.0,31966.0,-24.0,342.0,-2.0
56.0,3.37,4870.0,125.0,327.0,378.0,31936.0,35.0,308.0,-113.0
122.0,3.38,4883.0,194.0,316.0,385.0,31908.0,155.0,250.0,-375.0
302.0,3.4,4935.0,341.0,279.0,309.0,31818.0,242.0,-26.0,-1284.0
302.0,3.4,4935.0,341.0,279.0,309.0,31818.0,242.0,-26.0,-1284.0
303.0,3.43,5054.0,-442.0,152.0,-54.0,31804.0,235.0,-447.0,-677.0
303.0,3.43,5054.0,-442.0,152.0,-54.0,31804.0,235.0,-447.0,-677.0
131.0,3.44,5072.0,-787.0,118.0,-32.0,31927.0,242.0,-350.0,25.0
72.0,3.45,5084.0,-1002.0,290.0,61.0,32084.0,324.0,-201.0,268.0
400.0,3.47,5145.0,-1486.0,480.0,161.0,32522.0,484.0,183.0,71.0
676.0,3.49,5250.0,-1705.0,578.0,253.0,33074.0,521.0,393.0,-1607.0
676.0,3.49,5250.0,-1705.0,578.0,253.0,33074.0,521.0,393.0,-1607.0
691.0,3.5,5307.0,-1715.0,552.0,290.0,33365.0,480.0,362.0,-2626.0
148.0,3.53,5405.0,-1521.0,478.0,416.0,34184.0,277.0,-126.0,-4136.0
148.0,3.53,5405.0,-1521.0,478.0,416.0,34184.0,277.0,-126.0,-4136.0
-86.0,3.54,5402.0,-1464.0,455.0,448.0,34434.0,229.0,-339.0,-4153.0
-296.0,3.55,5383.0,-1364.0,442.0,478.0,34669.0,204.0,-563.0,-4139.0
-648.0,3.58,5269.0,-931.0,501.0,545.0,35254.0,205.0,-1430.0,-4715.0
-644.0,3.59,5230.0,-820.0,554.0,562.0,35413.0,212.0,-1803.0,-4984.0
-560.0,3.6,5203.0,-761.0,605.0,573.0,35560.0,202.0,-2198.0,-5120.0
-560.0,3.6,5203.0,-761.0,605.0,573.0,35560.0,202.0,-2198.0,-5120.0
-428.0,3.61,5194.0,-752.0,641.0,574.0,35700.0,186.0,-2596.0,-5077.0
-265.0,3.62,5208.0,-788.0,664.0,572.0,35833.0,171.0,-2977.0,-4862.0
-76.0,3.63,5246.0,-857.0,666.0,562.0,35958.0,151.0,-3332.0,-4542.0
367.0,3.65,5393.0,-900.0,648.0,543.0,147.0,125.0,-4013.0,-4066.0
594.0,3.66,5495.0,-875.0,607.0,515.0,191.0,118.0,-4378.0,-4003.0
806.0,3.68,5722.0,-820.0,498.0,475.0,183.0,121.0,-5175.0,-3920.0
806.0,3.68,5722.0,-820.0,498.0,475.0,183.0,121.0,-5175.0,-3920.0
751.0,3.69,5838.0,-893.0,476.0,442.0,169.0,122.0,-5562.0,-3746.0
368.0,3.71,6072.0,-1140.0,418.0,366.0,223.0,129.0,-6172.0,-3117.0
292.0,3.72,6202.0,-1308.0,460.0,367.0,293.0,106.0,-6394.0,-2829.0
359.0,3.73,6343.0,-1397.0,478.0,363.0,351.0,88.0,-6609.0,-2665.0
493.0,3.74,6493.0,-1419.0,473.0,348.0,372.0,71.0,-6853.0,-2631.0
634.0,3.75,6647.0,-1407.0,452.0,329.0,344.0,57.0,-7143.0,-2644.0
672.0,3.78,7101.0,-1374.0,317.0,262.0,33.0,6.0,-8183.0,-2349.0
672.0,3.78,7101.0,-1374.0,317.0,262.0,33.0,6.0,-8183.0,-2349.0
547.0,3.79,7241.0,-1340.0,283.0,252.0,35908.0,-13.0,-8511.0,-2101.0
401.0,3.8,7372.0,-1289.0,264.0,250.0,35797.0,-30.0,-8798.0,-1807.0
264.0,3.81,7494.0,-1222.0,252.0,253.0,35706.0,-40.0,-9036.0,-1496.0
147.0,3.82,7609.0,-1148.0,241.0,259.0,35637.0,-47.0,-9223.0,-1206.0
-155.0,3.85,7887.0,-792.0,214.0,280.0,35638.0,-63.0,-9463.0,-660.0
-248.0,3.86,7954.0,-650.0,216.0,295.0,35744.0,-68.0,-9412.0,-522.0
-327.0,3.87,8007.0,-513.0,219.0,312.0,35911.0,-75.0,-9283.0,-349.0
-399.0,3.88,8046.0,-371.0,221.0,326.0,140.0,-88.0,-9070.0,-133.0
-466.0,3.89,8067.0,-216.0,221.0,341.0,426.0,-99.0,-8776.0,117.0
-536.0,3.9,8068.0,-47.0,219.0,357.0,757.0,-108.0,-8410.0,395.0
-774.0,3.93,7924.0,541.0,223.0,399.0,1795.0,-128.0,-7084.0,1331.0
-774.0,3.93,7924.0,541.0,223.0,399.0,1795.0,-128.0,-7084.0,1331.0
-855.0,3.94,7822.0,756.0,240.0,411.0,2062.0,-134.0,-6653.0,1691.0
-1014.0,3.97,7364.0,1442.0,312.0,444.0,2393.0,-125.0,-5576.0,2957.0
-1040.0,3.98,7168.0,1671.0,342.0,448.0,2349.0,-108.0,-5276.0,3422.0
-1060.0,3.99,6955.0,1888.0,373.0,447.0,2243.0,-79.0,-4989.0,3874.0
-1074.0,4.0,6727.0,2087.0,407.0,444.0,2086.0,-43.0,-4706.0,4289.0
-1072.0,4.02,6247.0,2417.0,490.0,426.0,1651.0,49.0,-4139.0,4947.0
-1043.0,4.03,6005.0,2526.0,542.0,424.0,1388.0,110.0,-3851.0,5191.0
-984.0,4.04,5772.0,2573.0,597.0,427.0,1105.0,174.0,-3556.0,5370.0
-881.0,4.05,5555.0,2571.0,648.0,430.0,808.0,240.0,-3259.0,5446.0
-730.0,4.06,5361.0,2530.0,683.0,427.0,500.0,299.0,-2972.0,5386.0
-730.0,4.06,5361.0,2530.0,683.0,427.0,500.0,299.0,-2972.0,5386.0
-540.0,4.07,5197.0,2466.0,684.0,408.0,184.0,352.0,-2706.0,5177.0
-162.0,4.09,4955.0,2283.0,620.0,344.0,35550.0,424.0,-2275.0,4389.0
-162.0,4.09,4955.0,2283.0,620.0,344.0,35550.0,424.0,-2275.0,4389.0
-17.0,4.1,4873.0,2144.0,584.0,318.0,35247.0,450.0,-2109.0,3945.0
91.0,4.11,4813.0,1969.0,559.0,305.0,34964.0,468.0,-1967.0,3543.0
277.0,4.14,4740.0,1274.0,490.0,272.0,34290.0,476.0,-1560.0,2828.0
286.0,4.15,4741.0,1049.0,445.0,254.0,34130.0,473.0,-1412.0,2659.0
269.0,4.16,4748.0,831.0,410.0,244.0,34001.0,464.0,-1262.0,2447.0
255.0,4.17,4759.0,638.0,390.0,244.0,33901.0,458.0,-1117.0,2187.0
274.0,4.19,4799.0,299.0,375.0,252.0,33776.0,431.0,-853.0,1654.0
290.0,4.2,4825.0,154.0,367.0,259.0,33747.0,416.0,-731.0,1432.0
299.0,4.21,4855.0,27.0,350.0,266.0,33738.0,400.0,-614.0,1242.0
294.0,4.22,4885.0,-86.0,328.0,273.0,33746.0,384.0,-501.0,1063.0
268.0,4.23,4913.0,-182.0,304.0,283.0,33771.0,368.0,-395.0,881.0
232.0,4.24,4938.0,-260.0,287.0,299.0,33808.0,351.0,-297.0,687.0
106.0,4.26,4969.0,-352.0,242.0,329.0,33910.0,321.0,-149.0,243.0
7.0,4.27,4971.0,-380.0,221.0,341.0,33968.0,309.0,-103.0,4.0
-108.0,4.28,4960.0,-405.0,205.0,352.0,34031.0,297.0,-79.0,-234.0
-108.0,4.28,4960.0,-405.0,205.0,352.0,34031.0,297.0,-79.0,-234.0
-234.0,4.29,4938.0,-429.0,189.0,356.0,34098.0,283.0,-76.0,-472.0
-374.0,4.3,4901.0,-451.0,179.0,357.0,34167.0,272.0,-93.0,-704.0
-516.0,4.31,4850.0,-468.0,179.0,360.0,34240.0,262.0,-132.0,-931.0
-790.0,4.33,4710.0,-525.0,208.0,408.0,34398.0,273.0,-270.0,-1399.0
-810.0,4.34,4631.0,-436.0,277.0,369.0,34468.0,154.0,-385.0,-1656.0
-669.0,4.35,4567.0,-319.0,368.0,460.0,34521.0,247.0,-527.0,-1804.0
