wx,time,pitch,wz,az,ay,yaw,ax,roll,wy
-414.0,4.36,4531.0,-448.0,391.0,489.0,34591.0,245.0,-662.0,-1845.0
16.0,4.38,4533.0,-640.0,332.0,457.0,34761.0,227.0,-922.0,-1947.0
16.0,4.38,4533.0,-640.0,332.0,457.0,34761.0,227.0,-922.0,-1947.0
108.0,4.4,4581.0,-760.0,279.0,448.0,34962.0,219.0,-1229.0,-2384.0
73.0,4.41,4606.0,-782.0,277.0,450.0,35069.0,216.0,-1421.0,-2689.0
16.0,4.42,4629.0,-817.0,277.0,456.0,35182.0,216.0,-1639.0,-2996.0
-29.0,4.43,4653.0,-873.0,301.0,454.0,35304.0,203.0,-1875.0,-3242.0
-59.0,4.44,4679.0,-944.0,336.0,449.0,35436.0,185.0,-2117.0,-3383.0
3.0,4.46,4761.0,-1120.0,388.0,466.0,35726.0,159.0,-2584.0,-3364.0
99.0,4.47,4822.0,-1159.0,427.0,463.0,35873.0,117.0,-2800.0,-3255.0
210.0,4.48,4897.0,-1163.0,401.0,456.0,11.0,95.0,-3007.0,-3110.0
225.0,4.49,4972.0,-1080.0,370.0,424.0,135.0,53.0,-3211.0,-2978.0
218.0,4.51,5110.0,-875.0,386.0,408.0,334.0,60.0,-3596.0,-2569.0
254.0,4.52,5180.0,-829.0,398.0,406.0,416.0,63.0,-3758.0,-2263.0
254.0,4.52,5180.0,-829.0,398.0,406.0,416.0,63.0,-3758.0,-2263.0
313.0,4.53,5254.0,-803.0,402.0,403.0,488.0,67.0,-3896.0,-1945.0
461.0,4.55,5415.0,-731.0,403.0,401.0,589.0,83.0,-4131.0,-1486.0
539.0,4.56,5502.0,-695.0,397.0,396.0,616.0,95.0,-4246.0,-1369.0
670.0,4.58,5686.0,-658.0,370.0,374.0,629.0,106.0,-4487.0,-1231.0
715.0,4.59,5784.0,-667.0,353.0,363.0,621.0,107.0,-4610.0,-1160.0
747.0,4.6,5884.0,-680.0,336.0,356.0,607.0,104.0,-4730.0,-1075.0
755.0,4.61,5986.0,-689.0,320.0,353.0,587.0,99.0,-4844.0,-978.0
744.0,4.62,6087.0,-688.0,307.0,355.0,565.0,95.0,-4950.0,-867.0
744.0,4.62,6087.0,-688.0,307.0,355.0,565.0,95.0,-4950.0,-867.0
665.0,4.64,6277.0,-656.0,276.0,357.0,521.0,82.0,-5126.0,-620.0
609.0,4.65,6364.0,-625.0,262.0,358.0,501.0,77.0,-5193.0,-496.0
548.0,4.66,6445.0,-591.0,251.0,359.0,485.0,73.0,-5245.0,-371.0
490.0,4.67,6518.0,-551.0,238.0,359.0,472.0,67.0,-5282.0,-252.0
357.0,4.69,6641.0,-444.0,218.0,363.0,459.0,57.0,-5312.0,-40.0
284.0,4.7,6688.0,-377.0,211.0,366.0,458.0,52.0,-5306.0,65.0
204.0,4.71,6724.0,-299.0,208.0,371.0,463.0,47.0,-5284.0,182.0
47.0,4.73,6762.0,-129.0,208.0,378.0,483.0,37.0,-5187.0,465.0
47.0,4.73,6762.0,-129.0,208.0,378.0,483.0,37.0,-5187.0,465.0
-87.0,4.75,6751.0,76.0,214.0,381.0,497.0,35.0,-5033.0,781.0
-145.0,4.76,6728.0,184.0,219.0,385.0,495.0,39.0,-4941.0,939.0
-193.0,4.77,6694.0,290.0,227.0,388.0,484.0,43.0,-4843.0,1094.0
-271.0,4.79,6592.0,510.0,243.0,391.0,422.0,59.0,-4638.0,1374.0
-304.0,4.8,6527.0,612.0,253.0,392.0,372.0,73.0,-4533.0,1505.0
-330.0,4.81,6455.0,701.0,263.0,391.0,310.0,88.0,-4427.0,1629.0
-352.0,4.82,6376.0,775.0,274.0,390.0,237.0,103.0,-4317.0,1749.0
-367.0,4.84,6207.0,883.0,296.0,389.0,65.0,136.0,-4085.0,1977.0
-369.0,4.85,6119.0,915.0,304.0,387.0,35968.0,152.0,-3965.0,2056.0
-365.0,4.86,6032.0,940.0,308.0,387.0,35865.0,173.0,-3844.0,2100.0
-366.0,4.87,5945.0,950.0,311.0,387.0,35761.0,191.0,-3724.0,2103.0
-372.0,4.89,5774.0,932.0,315.0,383.0,35553.0,223.0,-3491.0,2029.0
-372.0,4.89,5774.0,932.0,315.0,383.0,35553.0,223.0,-3491.0,2029.0
-380.0,4.9,5692.0,903.0,314.0,381.0,35454.0,235.0,-3377.0,1971.0
-385.0,4.91,5612.0,861.0,316.0,380.0,35362.0,245.0,-3263.0,1912.0
-390.0,4.92,5536.0,808.0,319.0,379.0,35277.0,255.0,-3147.0,1857.0
-400.0,4.94,5396.0,677.0,315.0,379.0,35134.0,270.0,-2911.0,1732.0
-406.0,4.95,5331.0,609.0,312.0,380.0,35077.0,274.0,-2792.0,1649.0
-415.0,4.96,5269.0,546.0,307.0,379.0,35028.0,274.0,-2676.0,1552.0
-423.0,4.97,5210.0,484.0,303.0,380.0,34987.0,276.0,-2563.0,1447.0
-433.0,4.98,5152.0,425.0,300.0,382.0,34955.0,276.0,-2455.0,1338.0
-447.0,5.0,5044.0,306.0,290.0,385.0,34913.0,271.0,-2252.0,1130.0
-457.0,5.01,4993.0,250.0,285.0,386.0,34903.0,267.0,-2156.0,1032.0
-468.0,5.02,4942.0,196.0,281.0,388.0,34901.0,262.0,-2064.0,938.0
-481.0,5.03,4892.0,149.0,277.0,391.0,34905.0,256.0,-1976.0,845.0
-504.0,5.05,4791.0,79.0,270.0,394.0,34927.0,241.0,-1820.0,647.0
-511.0,5.06,4740.0,57.0,266.0,395.0,34942.0,234.0,-1755.0,544.0
-518.0,5.07,4690.0,38.0,257.0,387.0,34960.0,228.0,-1698.0,442.0
-518.0,5.07,4690.0,38.0,257.0,387.0,34960.0,228.0,-1698.0,442.0
-299.0,5.09,4612.0,9.0,325.0,432.0,34985.0,229.0,-1610.0,328.0
-36.0,5.11,4599.0,-159.0,262.0,445.0,35026.0,235.0,-1537.0,162.0
-16.0,5.12,4603.0,-199.0,234.0,437.0,35054.0,216.0,-1519.0,-25.0
-69.0,5.15,4606.0,-240.0,188.0,421.0,35154.0,181.0,-1571.0,-563.0
-69.0,5.15,4606.0,-240.0,188.0,421.0,35154.0,181.0,-1571.0,-563.0
-91.0,5.16,4605.0,-267.0,200.0,430.0,35194.0,173.0,-1606.0,-640.0
-95.0,5.17,4605.0,-320.0,197.0,461.0,35242.0,166.0,-1640.0,-694.0
-53.0,5.18,4609.0,-308.0,204.0,452.0,35287.0,134.0,-1684.0,-761.0
10.0,5.2,4625.0,-280.0,198.0,437.0,35365.0,143.0,-1798.0,-874.0
-3.0,5.21,4634.0,-293.0,194.0,427.0,35406.0,152.0,-1861.0,-925.0
-34.0,5.22,4641.0,-312.0,208.0,423.0,35450.0,156.0,-1927.0,-982.0
-53.0,5.23,4647.0,-333.0,235.0,429.0,35498.0,153.0,-1997.0,-1046.0
1.0,5.25,4669.0,-355.0,273.0,438.0,35595.0,165.0,-2153.0,-1161.0
24.0,5.26,4685.0,-388.0,284.0,431.0,35646.0,152.0,-2236.0,-1204.0
48.0,5.27,4705.0,-400.0,284.0,420.0,35697.0,151.0,-2323.0,-1237.0
73.0,5.28,4728.0,-413.0,291.0,409.0,35749.0,145.0,-2410.0,-1252.0
108.0,5.29,4755.0,-399.0,297.0,409.0,35796.0,148.0,-2502.0,-1261.0
140.0,5.3,4786.0,-423.0,313.0,415.0,35843.0,130.0,-2591.0,-1242.0
243.0,5.32,4858.0,-361.0,331.0,410.0,35915.0,116.0,-2769.0,-1120.0
297.0,5.33,4899.0,-321.0,336.0,405.0,35936.0,118.0,-2855.0,-1022.0
356.0,5.34,4945.0,-300.0,337.0,402.0,35950.0,126.0,-2936.0,-914.0
414.0,5.35,4995.0,-289.0,333.0,397.0,35957.0,135.0,-3012.0,-818.0
464.0,5.36,5050.0,-289.0,327.0,394.0,35959.0,145.0,-3086.0,-754.0
535.0,5.38,5171.0,-316.0,319.0,392.0,35956.0,161.0,-3234.0,-727.0
559.0,5.39,5236.0,-336.0,313.0,391.0,35953.0,163.0,-3311.0,-745.0
579.0,5.41,5372.0,-381.0,303.0,387.0,35949.0,159.0,-3467.0,-765.0
579.0,5.41,5372.0,-381.0,303.0,387.0,35949.0,159.0,-3467.0,-765.0
580.0,5.42,5443.0,-406.0,295.0,385.0,35949.0,154.0,-3542.0,-747.0
558.0,5.44,5585.0,-430.0,279.0,381.0,35952.0,141.0,-3679.0,-681.0
534.0,5.45,5654.0,-430.0,271.0,382.0,35956.0,137.0,-3739.0,-636.0
501.0,5.46,5719.0,-425.0,266.0,384.0,35962.0,133.0,-3793.0,-589.0
431.0,5.48,5840.0,-390.0,254.0,384.0,35975.0,123.0,-3887.0,-503.0
389.0,5.49,5893.0,-362.0,248.0,383.0,35982.0,119.0,-3927.0,-458.0
345.0,5.5,5940.0,-327.0,245.0,382.0,35988.0,114.0,-3962.0,-408.0
218.0,5.53,6047.0,-200.0,244.0,383.0,0.0,106.0,-4032.0,-190.0
181.0,5.54,6070.0,-151.0,243.0,382.0,0.0,105.0,-4044.0,-111.0
181.0,5.54,6070.0,-151.0,243.0,382.0,0.0,105.0,-4044.0,-111.0
147.0,5.55,6088.0,-100.0,243.0,382.0,35996.0,106.0,-4051.0,-39.0
116.0,5.56,6100.0,-50.0,243.0,381.0,35988.0,108.0,-4055.0,27.0
48.0,5.58,6107.0,44.0,243.0,379.0,35964.0,116.0,-4052.0,151.0
13.0,5.59,6103.0,82.0,246.0,379.0,35949.0,120.0,-4043.0,213.0
-16.0,5.6,6094.0,115.0,247.0,380.0,35934.0,124.0,-4030.0,271.0
-69.0,5.62,6065.0,177.0,249.0,377.0,35897.0,133.0,-3993.0,368.0
-96.0,5.63,6044.0,203.0,250.0,377.0,35878.0,138.0,-3969.0,407.0
-121.0,5.64,6021.0,225.0,254.0,378.0,35858.0,143.0,-3941.0,446.0
-144.0,5.65,5994.0,241.0,254.0,379.0,35839.0,149.0,-3909.0,482.0
-173.0,5.66,5965.0,246.0,252.0,379.0,35823.0,156.0,-3872.0,514.0
-203.0,5.67,5934.0,245.0,252.0,381.0,35810.0,159.0,-3830.0,534.0
-231.0,5.68,5901.0,248.0,252.0,382.0,35800.0,159.0,-3785.0,541.0
-279.0,5.7,5827.0,265.0,255.0,386.0,35782.0,161.0,-3691.0,545.0
-301.0,5.71,5786.0,269.0,255.0,386.0,35775.0,160.0,-3641.0,558.0
-322.0,5.72,5744.0,274.0,256.0,388.0,35769.0,160.0,-3588.0,578.0
-344.0,5.73,5700.0,281.0,257.0,390.0,35764.0,158.0,-3533.0,600.0
-365.0,5.74,5653.0,293.0,258.0,392.0,35759.0,159.0,-3475.0,624.0
-384.0,5.75,5604.0,304.0,259.0,394.0,35753.0,161.0,-3415.0,645.0
-418.0,5.77,5501.0,319.0,261.0,396.0,35740.0,164.0,-3292.0,673.0
-429.0,5.78,5447.0,325.0,264.0,399.0,35733.0,166.0,-3230.0,680.0
-439.0,5.79,5393.0,328.0,265.0,400.0,35725.0,167.0,-3168.0,683.0
-446.0,5.8,5338.0,331.0,266.0,401.0,35716.0,168.0,-3107.0,680.0
-450.0,5.81,5282.0,332.0,267.0,402.0,35707.0,169.0,-3047.0,676.0
-452.0,5.82,5226.0,332.0,269.0,402.0,35697.0,170.0,-2988.0,669.0
-447.0,5.84,5116.0,327.0,270.0,404.0,35676.0,171.0,-2873.0,657.0
-442.0,5.85,5061.0,322.0,272.0,404.0,35664.0,173.0,-2817.0,649.0
-434.0,5.86,5008.0,317.0,273.0,404.0,35652.0,173.0,-2762.0,636.0
-408.0,5.88,4907.0,300.0,273.0,404.0,35627.0,175.0,-2660.0,595.0
-394.0,5.89,4858.0,291.0,273.0,404.0,35614.0,177.0,-2613.0,570.0
-348.0,5.92,4728.0,207.0,300.0,453.0,35584.0,176.0,-2482.0,481.0
-165.0,5.93,4703.0,243.0,304.0,451.0,35561.0,145.0,-2454.0,450.0
-2.0,5.94,4692.0,256.0,303.0,462.0,35527.0,146.0,-2436.0,426.0
162.0,5.95,4695.0,283.0,271.0,447.0,35480.0,144.0,-2429.0,415.0
243.0,5.97,4716.0,297.0,196.0,414.0,35371.0,165.0,-2426.0,416.0
176.0,5.98,4720.0,276.0,178.0,408.0,35323.0,180.0,-2420.0,414.0
82.0,5.99,4718.0,236.0,177.0,410.0,35286.0,193.0,-2407.0,400.0
-2.0,6.0,4710.0,188.0,190.0,416.0,35261.0,206.0,-2390.0,352.0
-55.0,6.01,4700.0,131.0,206.0,419.0,35247.0,217.0,-2375.0,258.0
-71.0,6.02,4691.0,60.0,219.0,418.0,35243.0,228.0,-2365.0,121.0
-73.0,6.04,4683.0,-103.0,235.0,408.0,35269.0,232.0,-2375.0,-232.0
-74.0,6.05,4683.0,-176.0,245.0,405.0,35297.0,227.0,-2395.0,-409.0
-76.0,6.06,4686.0,-240.0,260.0,403.0,35333.0,218.0,-2424.0,-553.0
-67.0,6.07,4692.0,-298.0,274.0,400.0,35377.0,206.0,-2457.0,-655.0
-4.0,6.09,4717.0,-354.0,301.0,394.0,35472.0,173.0,-2530.0,-718.0
46.0,6.1,4736.0,-354.0,304.0,391.0,35516.0,163.0,-2568.0,-700.0
93.0,6.11,4760.0,-348.0,306.0,389.0,35557.0,158.0,-2605.0,-667.0
142.0,6.12,4787.0,-336.0,308.0,389.0,35592.0,155.0,-2642.0,-630.0
242.0,6.14,4855.0,-312.0,307.0,394.0,35648.0,157.0,-2719.0,-588.0
284.0,6.15,4894.0,-302.0,302.0,392.0,35668.0,158.0,-2762.0,-590.0
317.0,6.16,4935.0,-292.0,298.0,391.0,35685.0,158.0,-2810.0,-601.0
343.0,6.17,4979.0,-285.0,292.0,391.0,35699.0,156.0,-2861.0,-611.0
375.0,6.19,5070.0,-273.0,285.0,392.0,35718.0,152.0,-2967.0,-601.0
382.0,6.2,5117.0,-266.0,280.0,393.0,35724.0,150.0,-3021.0,-585.0
383.0,6.21,5163.0,-258.0,275.0,394.0,35729.0,150.0,-3074.0,-566.0
374.0,6.22,5208.0,-251.0,267.0,393.0,35732.0,151.0,-3126.0,-549.0
331.0,6.24,5292.0,-240.0,257.0,390.0,35741.0,151.0,-3225.0,-524.0
301.0,6.25,5330.0,-236.0,256.0,389.0,35747.0,152.0,-3272.0,-512.0
271.0,6.26,5365.0,-234.0,258.0,390.0,35755.0,152.0,-3315.0,-498.0
246.0,6.27,5399.0,-231.0,261.0,391.0,35765.0,150.0,-3355.0,-480.0
226.0,6.28,5430.0,-229.0,263.0,391.0,35776.0,151.0,-3392.0,-461.0
194.0,6.3,5489.0,-220.0,264.0,388.0,35800.0,149.0,-3460.0,-434.0
182.0,6.31,5516.0,-214.0,265.0,386.0,35813.0,148.0,-3492.0,-424.0
169.0,6.32,5541.0,-205.0,267.0,386.0,35826.0,146.0,-3523.0,-408.0
156.0,6.33,5565.0,-194.0,268.0,385.0,35838.0,144.0,-3551.0,-384.0
144.0,6.34,5588.0,-182.0,268.0,384.0,35849.0,142.0,-3577.0,-352.0
133.0,6.35,5608.0,-168.0,269.0,382.0,35859.0,139.0,-3599.0,-313.0
111.0,6.37,5644.0,-132.0,267.0,381.0,35876.0,136.0,-3636.0,-229.0
101.0,6.38,5658.0,-111.0,267.0,381.0,35881.0,136.0,-3650.0,-189.0
77.0,6.4,5682.0,-74.0,265.0,382.0,35887.0,138.0,-3671.0,-113.0
77.0,6.4,5682.0,-74.0,265.0,382.0,35887.0,138.0,-3671.0,-113.0
66.0,6.41,5690.0,-57.0,264.0,383.0,35888.0,136.0,-3678.0,-76.0
39.0,6.43,5701.0,-18.0,259.0,383.0,35886.0,136.0,-3685.0,-10.0
23.0,6.44,5703.0,3.0,256.0,383.0,35883.0,135.0,-3685.0,23.0
2.0,6.45,5701.0,23.0,254.0,384.0,35880.0,135.0,-3682.0,58.0
-21.0,6.46,5697.0,42.0,252.0,385.0,35876.0,135.0,-3676.0,97.0
-45.0,6.47,5690.0,61.0,251.0,386.0,35872.0,136.0,-3666.0,135.0
-123.0,6.5,5649.0,115.0,249.0,388.0,35861.0,139.0,-3613.0,236.0
-123.0,6.5,5649.0,115.0,249.0,388.0,35861.0,139.0,-3613.0,236.0
-147.0,6.51,5629.0,132.0,251.0,389.0,35857.0,141.0,-3590.0,264.0
-205.0,6.54,5555.0,176.0,257.0,391.0,35845.0,145.0,-3505.0,343.0
-219.0,6.55,5527.0,188.0,258.0,390.0,35840.0,146.0,-3472.0,368.0
-230.0,6.56,5496.0,200.0,259.0,390.0,35834.0,149.0,-3438.0,389.0
-247.0,6.59,5399.0,224.0,266.0,394.0,35811.0,155.0,-3330.0,441.0
-248.0,6.61,5333.0,231.0,265.0,394.0,35791.0,158.0,-3254.0,461.0
-248.0,6.61,5333.0,231.0,265.0,394.0,35791.0,158.0,-3254.0,461.0
-247.0,6.62,5299.0,234.0,266.0,396.0,35780.0,160.0,-3216.0,469.0
-242.0,6.65,5201.0,232.0,266.0,398.0,35745.0,163.0,-3101.0,476.0
-242.0,6.65,5201.0,232.0,266.0,398.0,35745.0,163.0,-3101.0,476.0
-239.0,6.66,5168.0,229.0,266.0,399.0,35733.0,165.0,-3063.0,477.0
-230.0,6.69,5075.0,213.0,264.0,400.0,35698.0,169.0,-2951.0,452.0
-225.0,6.7,5045.0,206.0,264.0,401.0,35688.0,169.0,-2916.0,440.0
-225.0,6.7,5045.0,206.0,264.0,401.0,35688.0,169.0,-2916.0,440.0
-207.0,6.73,4961.0,182.0,263.0,400.0,35657.0,171.0,-2817.0,388.0
-207.0,6.73,4961.0,182.0,263.0,400.0,35657.0,171.0,-2817.0,388.0
-198.0,6.74,4936.0,172.0,263.0,401.0,35648.0,172.0,-2787.0,367.0
-189.0,6.75,4912.0,161.0,264.0,402.0,35640.0,174.0,-2759.0,345.0
-156.0,6.78,4848.0,127.0,264.0,401.0,35618.0,174.0,-2688.0,264.0
-156.0,6.78,4848.0,127.0,264.0,401.0,35618.0,174.0,-2688.0,264.0
-142.0,6.79,4830.0,115.0,265.0,401.0,35613.0,175.0,-2669.0,235.0
-126.0,6.8,4814.0,101.0,265.0,401.0,35608.0,175.0,-2652.0,205.0
-93.0,6.82,4789.0,75.0,266.0,401.0,35599.0,176.0,-2627.0,141.0
-77.0,6.83,4780.0,59.0,267.0,401.0,35596.0,176.0,-2618.0,108.0
-58.0,6.84,4773.0,44.0,267.0,402.0,35594.0,177.0,-2612.0,74.0
-41.0,6.85,4768.0,27.0,266.0,401.0,35593.0,177.0,-2609.0,40.0
-8.0,6.87,4765.0,-7.0,265.0,399.0,35595.0,176.0,-2611.0,-35.0
9.0,6.88,4767.0,-23.0,265.0,399.0,35597.0,175.0,-2617.0,-71.0
24.0,6.89,4771.0,-38.0,267.0,399.0,35601.0,175.0,-2624.0,-105.0
41.0,6.9,4777.0,-55.0,267.0,400.0,35606.0,174.0,-2635.0,-135.0
58.0,6.91,4785.0,-70.0,268.0,400.0,35611.0,174.0,-2647.0,-165.0
89.0,6.93,4808.0,-101.0,267.0,399.0,35625.0,172.0,-2679.0,-228.0
103.0,6.94,4822.0,-114.0,267.0,398.0,35633.0,170.0,-2699.0,-259.0
114.0,6.95,4838.0,-127.0,268.0,398.0,35642.0,169.0,-2721.0,-289.0
127.0,6.96,4856.0,-140.0,269.0,398.0,35652.0,167.0,-2745.0,-313.0
150.0,6.98,4896.0,-160.0,270.0,398.0,35674.0,164.0,-2797.0,-347.0
159.0,6.99,4918.0,-167.0,271.0,397.0,35685.0,162.0,-2824.0,-360.0
169.0,7.0,4941.0,-173.0,271.0,397.0,35696.0,161.0,-2853.0,-371.0
177.0,7.01,4965.0,-179.0,272.0,396.0,35707.0,161.0,-2883.0,-379.0
194.0,7.03,5016.0,-186.0,273.0,396.0,35728.0,158.0,-2944.0,-390.0
201.0,7.04,5043.0,-188.0,273.0,395.0,35738.0,158.0,-2975.0,-391.0
206.0,7.05,5070.0,-190.0,272.0,394.0,35748.0,157.0,-3007.0,-392.0
216.0,7.07,5126.0,-187.0,273.0,393.0,35765.0,154.0,-3071.0,-385.0
218.0,7.08,5154.0,-186.0,273.0,393.0,35773.0,154.0,-3103.0,-376.0
220.0,7.09,5183.0,-184.0,272.0,392.0,35780.0,154.0,-3134.0,-365.0
220.0,7.1,5211.0,-180.0,271.0,392.0,35786.0,153.0,-3164.0,-353.0
216.0,7.12,5266.0,-172.0,269.0,391.0,35797.0,153.0,-3223.0,-332.0
211.0,7.13,5293.0,-167.0,268.0,390.0,35801.0,152.0,-3251.0,-320.0
206.0,7.14,5319.0,-161.0,267.0,388.0,35805.0,151.0,-3279.0,-308.0
198.0,7.15,5344.0,-154.0,265.0,389.0,35809.0,151.0,-3305.0,-293.0
181.0,7.17,5391.0,-140.0,265.0,389.0,35815.0,150.0,-3353.0,-257.0
170.0,7.18,5412.0,-132.0,264.0,388.0,35818.0,150.0,-3375.0,-239.0
158.0,7.19,5432.0,-123.0,262.0,386.0,35820.0,150.0,-3395.0,-221.0
146.0,7.2,5451.0,-114.0,261.0,385.0,35823.0,150.0,-3414.0,-205.0
132.0,7.21,5467.0,-104.0,261.0,386.0,35825.0,149.0,-3431.0,-188.0
105.0,7.23,5496.0,-84.0,261.0,387.0,35828.0,148.0,-3459.0,-146.0
105.0,7.23,5496.0,-84.0,261.0,387.0,35828.0,148.0,-3459.0,-146.0
90.0,7.24,5507.0,-73.0,260.0,386.0,35830.0,149.0,-3470.0,-125.0
62.0,7.26,5525.0,-50.0,260.0,386.0,35832.0,148.0,-3486.0,-81.0
49.0,7.27,5531.0,-40.0,259.0,386.0,35833.0,148.0,-3492.0,-61.0
33.0,7.28,5536.0,-28.0,258.0,385.0,35834.0,148.0,-3495.0,-42.0
19.0,7.29,5538.0,-18.0,259.0,385.0,35834.0,147.0,-3497.0,-22.0
7.0,7.3,5539.0,-6.0,259.0,386.0,35835.0,148.0,-3497.0,-1.0
-7.0,7.31,5538.0,5.0,258.0,386.0,35835.0,148.0,-3495.0,20.0
-49.0,7.34,5525.0,41.0,258.0,388.0,35833.0,148.0,-3477.0,85.0
-63.0,7.35,5517.0,52.0,258.0,388.0,35832.0,148.0,-3467.0,106.0
-76.0,7.36,5507.0,64.0,257.0,387.0,35830.0,148.0,-3456.0,128.0
-76.0,7.36,5507.0,64.0,257.0,387.0,35830.0,148.0,-3456.0,128.0
-101.0,7.38,5482.0,85.0,257.0,388.0,35826.0,149.0,-3429.0,163.0
-126.0,7.4,5451.0,105.0,259.0,391.0,35820.0,151.0,-3395.0,202.0
-136.0,7.41,5433.0,114.0,259.0,391.0,35817.0,152.0,-3375.0,218.0
-145.0,7.42,5414.0,121.0,259.0,391.0,35814.0,153.0,-3355.0,232.0
-155.0,7.43,5395.0,127.0,258.0,392.0,35810.0,153.0,-3333.0,244.0
-163.0,7.44,5374.0,132.0,259.0,393.0,35807.0,155.0,-3311.0,255.0
-169.0,7.45,5352.0,138.0,260.0,392.0,35803.0,155.0,-3287.0,264.0
-174.0,7.46,5330.0,142.0,260.0,393.0,35799.0,155.0,-3264.0,272.0
-179.0,7.47,5307.0,145.0,261.0,394.0,35794.0,157.0,-3239.0,279.0
-184.0,7.5,5237.0,149.0,262.0,397.0,35780.0,159.0,-3163.0,296.0
-183.0,7.51,5213.0,150.0,262.0,397.0,35774.0,159.0,-3138.0,296.0
-182.0,7.52,5190.0,150.0,262.0,396.0,35769.0,159.0,-3112.0,297.0
-171.0,7.55,5122.0,145.0,263.0,400.0,35751.0,161.0,-3038.0,291.0
-171.0,7.55,5122.0,145.0,263.0,400.0,35751.0,161.0,-3038.0,291.0
