wx,time,pitch,wz,az,ay,yaw,ax,roll,wy
-7.0,14.06,5214.0,5.0,260.0,395.0,35773.0,160.0,-3174.0,12.0
-8.0,14.07,5213.0,7.0,260.0,394.0,35773.0,160.0,-3173.0,12.0
-9.0,14.09,5211.0,6.0,261.0,395.0,35773.0,160.0,-3170.0,11.0
-10.0,14.1,5210.0,6.0,260.0,395.0,35773.0,160.0,-3169.0,11.0
-9.0,14.11,5209.0,6.0,259.0,394.0,35772.0,160.0,-3168.0,11.0
-10.0,14.12,5208.0,7.0,260.0,395.0,35772.0,160.0,-3167.0,11.0
-11.0,14.14,5205.0,7.0,260.0,396.0,35772.0,160.0,-3165.0,12.0
-11.0,14.15,5204.0,7.0,259.0,395.0,35772.0,160.0,-3163.0,12.0
-11.0,14.16,5203.0,7.0,259.0,394.0,35772.0,160.0,-3162.0,10.0
-11.0,14.16,5203.0,7.0,259.0,394.0,35772.0,160.0,-3162.0,10.0
-12.0,14.17,5202.0,6.0,260.0,394.0,35772.0,160.0,-3161.0,9.0
-10.0,14.18,5201.0,6.0,261.0,395.0,35772.0,160.0,-3160.0,8.0
-10.0,14.21,5197.0,6.0,260.0,395.0,35773.0,160.0,-3158.0,9.0
-9.0,14.22,5197.0,5.0,260.0,395.0,35773.0,160.0,-3157.0,9.0
-10.0,14.23,5196.0,5.0,260.0,395.0,35773.0,160.0,-3156.0,9.0
-8.0,14.24,5195.0,5.0,259.0,395.0,35773.0,159.0,-3155.0,8.0
-7.0,14.25,5194.0,4.0,260.0,395.0,35773.0,160.0,-3154.0,7.0
-7.0,14.26,5194.0,4.0,260.0,395.0,35773.0,160.0,-3153.0,7.0
-6.0,14.27,5193.0,3.0,261.0,396.0,35773.0,159.0,-3153.0,6.0
-5.0,14.28,5193.0,3.0,260.0,396.0,35773.0,160.0,-3152.0,7.0
-6.0,14.29,5192.0,3.0,260.0,395.0,35773.0,159.0,-3151.0,5.0
-4.0,14.3,5192.0,2.0,260.0,395.0,35773.0,159.0,-3151.0,4.0
-3.0,14.32,5192.0,2.0,261.0,396.0,35773.0,160.0,-3150.0,3.0
-2.0,14.33,5192.0,1.0,260.0,395.0,35773.0,160.0,-3150.0,3.0
-1.0,14.34,5192.0,1.0,259.0,395.0,35773.0,159.0,-3150.0,3.0
0.0,14.35,5192.0,0.0,260.0,395.0,35773.0,160.0,-3150.0,1.0
1.0,14.36,5192.0,1.0,261.0,395.0,35773.0,160.0,-3150.0,1.0
1.0,14.37,5193.0,0.0,260.0,396.0,35773.0,160.0,-3150.0,1.0
3.0,14.39,5194.0,0.0,259.0,395.0,35772.0,160.0,-3150.0,0.0
3.0,14.4,5194.0,-2.0,259.0,395.0,35772.0,160.0,-3150.0,-1.0
3.0,14.4,5194.0,-2.0,259.0,395.0,35772.0,160.0,-3150.0,-1.0
5.0,14.41,5195.0,-1.0,260.0,395.0,35772.0,160.0,-3151.0,-3.0
5.0,14.42,5196.0,-2.0,260.0,395.0,35772.0,160.0,-3151.0,-3.0
7.0,14.44,5198.0,-3.0,261.0,396.0,35771.0,160.0,-3152.0,-4.0
8.0,14.45,5199.0,-3.0,260.0,396.0,35771.0,160.0,-3153.0,-4.0
7.0,14.46,5200.0,-4.0,260.0,395.0,35771.0,160.0,-3153.0,-5.0
7.0,14.47,5201.0,-4.0,259.0,394.0,35771.0,160.0,-3154.0,-7.0
8.0,14.49,5203.0,-4.0,260.0,395.0,35771.0,160.0,-3156.0,-9.0
9.0,14.5,5204.0,-5.0,261.0,396.0,35771.0,160.0,-3157.0,-9.0
9.0,14.51,5206.0,-4.0,260.0,396.0,35770.0,160.0,-3158.0,-8.0
10.0,14.52,5207.0,-5.0,260.0,395.0,35770.0,160.0,-3159.0,-9.0
8.0,14.53,5208.0,-6.0,260.0,395.0,35770.0,161.0,-3160.0,-10.0
8.0,14.55,5210.0,-5.0,260.0,394.0,35771.0,160.0,-3162.0,-11.0
9.0,14.56,5212.0,-6.0,259.0,394.0,35771.0,160.0,-3163.0,-13.0
9.0,14.57,5213.0,-6.0,260.0,394.0,35771.0,160.0,-3165.0,-14.0
8.0,14.58,5214.0,-6.0,260.0,395.0,35771.0,160.0,-3166.0,-13.0
7.0,14.6,5216.0,-7.0,260.0,395.0,35771.0,160.0,-3168.0,-11.0
6.0,14.61,5217.0,-6.0,259.0,395.0,35772.0,159.0,-3169.0,-12.0
6.0,14.62,5218.0,-7.0,259.0,394.0,35772.0,160.0,-3170.0,-13.0
5.0,14.63,5219.0,-7.0,260.0,394.0,35773.0,160.0,-3171.0,-14.0
5.0,14.65,5221.0,-6.0,260.0,394.0,35774.0,159.0,-3173.0,-14.0
4.0,14.66,5222.0,-5.0,260.0,394.0,35774.0,159.0,-3174.0,-14.0
4.0,14.67,5222.0,-5.0,261.0,395.0,35774.0,159.0,-3175.0,-12.0
4.0,14.67,5222.0,-5.0,261.0,395.0,35774.0,159.0,-3175.0,-12.0
4.0,14.68,5223.0,-5.0,260.0,395.0,35775.0,159.0,-3175.0,-10.0
1.0,14.7,5224.0,-4.0,259.0,394.0,35775.0,159.0,-3176.0,-8.0
1.0,14.71,5224.0,-4.0,260.0,394.0,35776.0,159.0,-3176.0,-8.0
0.0,14.72,5224.0,-3.0,260.0,394.0,35776.0,159.0,-3177.0,-7.0
1.0,14.73,5225.0,-2.0,260.0,394.0,35777.0,159.0,-3177.0,-7.0
0.0,14.75,5225.0,0.0,260.0,395.0,35777.0,159.0,-3177.0,-5.0
-2.0,14.76,5225.0,0.0,261.0,396.0,35777.0,159.0,-3177.0,-2.0
-2.0,14.77,5225.0,0.0,260.0,394.0,35778.0,159.0,-3177.0,-1.0
-3.0,14.78,5224.0,1.0,259.0,394.0,35778.0,159.0,-3176.0,0.0
-3.0,14.81,5223.0,2.0,260.0,395.0,35778.0,159.0,-3175.0,3.0
-3.0,14.81,5223.0,2.0,260.0,395.0,35778.0,159.0,-3175.0,3.0
-6.0,14.82,5223.0,3.0,261.0,394.0,35779.0,159.0,-3174.0,4.0
-5.0,14.83,5222.0,3.0,260.0,395.0,35779.0,159.0,-3173.0,5.0
-6.0,14.84,5222.0,4.0,261.0,395.0,35779.0,159.0,-3172.0,7.0
-6.0,14.87,5219.0,5.0,259.0,394.0,35778.0,159.0,-3169.0,11.0
-6.0,14.87,5219.0,5.0,259.0,394.0,35778.0,159.0,-3169.0,11.0
-7.0,14.88,5219.0,5.0,260.0,394.0,35778.0,158.0,-3168.0,11.0
-7.0,14.89,5218.0,6.0,260.0,395.0,35778.0,159.0,-3167.0,11.0
-7.0,14.91,5216.0,7.0,260.0,394.0,35777.0,159.0,-3164.0,14.0
-7.0,14.92,5215.0,7.0,260.0,395.0,35777.0,159.0,-3163.0,15.0
-7.0,14.93,5214.0,7.0,260.0,395.0,35777.0,159.0,-3161.0,16.0
-8.0,14.94,5213.0,7.0,260.0,395.0,35776.0,159.0,-3160.0,15.0
-5.0,14.97,5211.0,7.0,259.0,395.0,35775.0,160.0,-3156.0,15.0
-5.0,14.97,5211.0,7.0,259.0,395.0,35775.0,160.0,-3156.0,15.0
-7.0,14.98,5210.0,7.0,260.0,395.0,35775.0,160.0,-3154.0,15.0
-6.0,14.99,5209.0,7.0,260.0,396.0,35774.0,160.0,-3153.0,15.0
-4.0,15.01,5208.0,7.0,260.0,395.0,35773.0,160.0,-3151.0,15.0
-4.0,15.01,5208.0,7.0,260.0,395.0,35773.0,160.0,-3151.0,15.0
-4.0,15.03,5207.0,6.0,260.0,395.0,35772.0,160.0,-3149.0,14.0
-4.0,15.04,5206.0,6.0,260.0,396.0,35772.0,160.0,-3148.0,13.0
-3.0,15.05,5206.0,6.0,260.0,395.0,35771.0,160.0,-3147.0,13.0
-2.0,15.08,5205.0,4.0,260.0,395.0,35770.0,160.0,-3145.0,9.0
-2.0,15.08,5205.0,4.0,260.0,395.0,35770.0,160.0,-3145.0,9.0
-2.0,15.09,5205.0,3.0,261.0,396.0,35770.0,160.0,-3144.0,7.0
-1.0,15.1,5204.0,2.0,260.0,395.0,35770.0,160.0,-3144.0,7.0
0.0,15.14,5205.0,0.0,259.0,395.0,35769.0,160.0,-3144.0,0.0
0.0,15.14,5205.0,0.0,259.0,395.0,35769.0,160.0,-3144.0,0.0
1.0,15.15,5205.0,-1.0,255.0,391.0,35769.0,160.0,-3144.0,0.0
-1.0,15.17,5205.0,-2.0,264.0,400.0,35769.0,161.0,-3146.0,-12.0
4.0,15.18,5206.0,-2.0,271.0,408.0,35769.0,161.0,-3146.0,0.0
7.0,15.19,5206.0,-2.0,263.0,399.0,35769.0,161.0,-3145.0,11.0
4.0,15.2,5207.0,-3.0,251.0,386.0,35769.0,161.0,-3145.0,1.0
1.0,15.22,5208.0,-7.0,262.0,397.0,35770.0,160.0,-3148.0,-23.0
5.0,15.23,5208.0,-6.0,268.0,404.0,35771.0,160.0,-3149.0,-16.0
10.0,15.24,5209.0,-4.0,266.0,401.0,35771.0,160.0,-3150.0,-5.0
8.0,15.25,5210.0,-2.0,258.0,394.0,35770.0,160.0,-3150.0,-3.0
2.0,15.27,5211.0,-7.0,256.0,392.0,35771.0,160.0,-3152.0,-16.0
1.0,15.28,5212.0,-7.0,261.0,396.0,35772.0,160.0,-3153.0,-16.0
2.0,15.29,5212.0,-6.0,262.0,396.0,35773.0,159.0,-3154.0,-13.0
6.0,15.3,5213.0,-6.0,261.0,395.0,35773.0,159.0,-3154.0,-12.0
5.0,15.32,5215.0,-5.0,260.0,394.0,35774.0,160.0,-3156.0,-13.0
5.0,15.32,5215.0,-5.0,260.0,394.0,35774.0,160.0,-3156.0,-13.0
4.0,15.33,5216.0,-7.0,258.0,393.0,35774.0,160.0,-3158.0,-16.0
3.0,15.35,5217.0,-7.0,263.0,397.0,35776.0,159.0,-3159.0,-16.0
7.0,15.36,5218.0,-6.0,263.0,399.0,35776.0,159.0,-3160.0,-11.0
7.0,15.38,5220.0,-5.0,256.0,390.0,35777.0,159.0,-3162.0,-10.0
4.0,15.4,5221.0,-5.0,260.0,395.0,35777.0,159.0,-3164.0,-18.0
4.0,15.4,5221.0,-5.0,260.0,395.0,35777.0,159.0,-3164.0,-18.0
5.0,15.41,5222.0,-5.0,264.0,398.0,35778.0,159.0,-3165.0,-12.0
4.0,15.43,5223.0,-4.0,258.0,393.0,35778.0,159.0,-3166.0,-3.0
2.0,15.44,5224.0,-3.0,259.0,393.0,35778.0,159.0,-3166.0,-6.0
2.0,15.45,5224.0,-3.0,262.0,397.0,35778.0,159.0,-3167.0,-6.0
3.0,15.46,5224.0,-3.0,263.0,397.0,35779.0,160.0,-3167.0,-3.0
1.0,15.48,5225.0,-2.0,256.0,391.0,35779.0,158.0,-3168.0,-6.0
0.0,15.49,5225.0,-2.0,258.0,393.0,35779.0,158.0,-3168.0,-9.0
0.0,15.51,5225.0,0.0,261.0,397.0,35779.0,158.0,-3169.0,0.0
0.0,15.52,5225.0,2.0,259.0,393.0,35779.0,159.0,-3169.0,3.0
-2.0,15.53,5224.0,3.0,260.0,394.0,35779.0,159.0,-3168.0,3.0
-1.0,15.55,5224.0,2.0,265.0,399.0,35778.0,160.0,-3167.0,11.0
0.0,15.56,5224.0,2.0,261.0,395.0,35778.0,160.0,-3166.0,12.0
-1.0,15.57,5224.0,2.0,256.0,391.0,35778.0,159.0,-3165.0,7.0
-2.0,15.58,5223.0,2.0,255.0,389.0,35778.0,159.0,-3166.0,-1.0
-2.0,15.6,5223.0,3.0,263.0,397.0,35777.0,158.0,-3166.0,1.0
-2.0,15.61,5222.0,5.0,264.0,400.0,35777.0,160.0,-3165.0,11.0
-2.0,15.62,5222.0,6.0,262.0,398.0,35776.0,160.0,-3164.0,20.0
-5.0,15.63,5221.0,7.0,258.0,393.0,35775.0,160.0,-3162.0,21.0
-6.0,15.64,5220.0,4.0,256.0,391.0,35775.0,160.0,-3161.0,16.0
-5.0,15.66,5219.0,4.0,261.0,396.0,35775.0,159.0,-3159.0,7.0
-3.0,15.67,5218.0,5.0,262.0,397.0,35775.0,160.0,-3159.0,7.0
-1.0,15.68,5218.0,6.0,261.0,396.0,35774.0,159.0,-3159.0,9.0
-3.0,15.69,5217.0,5.0,260.0,395.0,35774.0,160.0,-3158.0,10.0
-8.0,15.71,5216.0,4.0,254.0,389.0,35773.0,159.0,-3156.0,10.0
-9.0,15.72,5215.0,5.0,259.0,393.0,35773.0,159.0,-3156.0,5.0
-6.0,15.73,5214.0,5.0,268.0,403.0,35773.0,160.0,-3155.0,10.0
-1.0,15.74,5213.0,5.0,267.0,403.0,35773.0,160.0,-3153.0,22.0
-1.0,15.75,5213.0,6.0,256.0,392.0,35772.0,161.0,-3151.0,23.0
-8.0,15.77,5212.0,2.0,256.0,390.0,35772.0,160.0,-3151.0,-7.0
-6.0,15.78,5211.0,1.0,266.0,401.0,35772.0,160.0,-3151.0,-5.0
-1.0,15.79,5211.0,3.0,269.0,405.0,35772.0,160.0,-3151.0,9.0
0.0,15.8,5211.0,5.0,262.0,399.0,35771.0,159.0,-3150.0,18.0
-6.0,15.82,5210.0,3.0,253.0,389.0,35771.0,160.0,-3148.0,5.0
-7.0,15.83,5209.0,0.0,257.0,393.0,35771.0,159.0,-3148.0,-3.0
-5.0,15.84,5209.0,1.0,262.0,397.0,35772.0,160.0,-3148.0,-4.0
-3.0,15.85,5209.0,0.0,263.0,399.0,35772.0,160.0,-3148.0,1.0
1.0,15.86,5209.0,1.0,260.0,396.0,35772.0,160.0,-3147.0,4.0
-2.0,15.88,5208.0,1.0,258.0,394.0,35771.0,160.0,-3147.0,0.0
-2.0,15.89,5208.0,-1.0,259.0,395.0,35772.0,160.0,-3147.0,0.0
-3.0,15.9,5208.0,-2.0,246.0,380.0,35772.0,157.0,-3147.0,-3.0
-7.0,15.91,5208.0,-2.0,254.0,389.0,35773.0,158.0,-3148.0,-22.0
-3.0,15.92,5208.0,-1.0,278.0,413.0,35774.0,161.0,-3150.0,-15.0
11.0,15.94,5209.0,1.0,259.0,397.0,35772.0,162.0,-3146.0,30.0
3.0,15.95,5210.0,-1.0,239.0,375.0,35772.0,160.0,-3146.0,4.0
-5.0,15.97,5210.0,-8.0,263.0,396.0,35774.0,157.0,-3151.0,-39.0
5.0,15.98,5210.0,-7.0,277.0,411.0,35775.0,158.0,-3152.0,-18.0
12.0,15.99,5211.0,0.0,272.0,408.0,35774.0,159.0,-3152.0,7.0
12.0,16.0,5212.0,4.0,258.0,396.0,35772.0,161.0,-3151.0,17.0
2.0,16.01,5213.0,0.0,248.0,386.0,35772.0,162.0,-3151.0,6.0
-6.0,16.02,5212.0,-4.0,249.0,385.0,35773.0,160.0,-3151.0,-7.0
-3.0,16.04,5212.0,-6.0,260.0,392.0,35776.0,157.0,-3152.0,-20.0
4.0,16.05,5213.0,-4.0,266.0,400.0,35776.0,158.0,-3154.0,-18.0
9.0,16.06,5214.0,-1.0,271.0,406.0,35776.0,160.0,-3155.0,-7.0
10.0,16.07,5215.0,0.0,268.0,405.0,35775.0,162.0,-3155.0,6.0
7.0,16.08,5215.0,-1.0,258.0,394.0,35774.0,162.0,-3154.0,9.0
-3.0,16.1,5216.0,-7.0,250.0,383.0,35776.0,157.0,-3155.0,-19.0
1.0,16.11,5216.0,-7.0,261.0,393.0,35777.0,157.0,-3157.0,-26.0
8.0,16.12,5217.0,-4.0,271.0,405.0,35777.0,158.0,-3159.0,-16.0
15.0,16.13,5219.0,-1.0,271.0,408.0,35776.0,160.0,-3159.0,3.0
13.0,16.14,5220.0,2.0,262.0,400.0,35774.0,162.0,-3159.0,13.0
5.0,16.15,5220.0,2.0,253.0,391.0,35774.0,162.0,-3159.0,7.0
-2.0,16.16,5220.0,-2.0,256.0,392.0,35774.0,162.0,-3159.0,-4.0
-1.0,16.18,5221.0,-6.0,253.0,386.0,35776.0,157.0,-3159.0,-12.0
3.0,16.19,5221.0,-4.0,254.0,385.0,35776.0,156.0,-3160.0,-19.0
3.0,16.2,5222.0,-2.0,261.0,396.0,35776.0,157.0,-3162.0,-22.0
5.0,16.21,5222.0,0.0,270.0,406.0,35776.0,160.0,-3163.0,-7.0
3.0,16.22,5222.0,1.0,267.0,404.0,35775.0,161.0,-3163.0,11.0
-6.0,16.24,5222.0,-2.0,251.0,385.0,35776.0,160.0,-3160.0,7.0
-6.0,16.25,5221.0,-4.0,252.0,384.0,35777.0,158.0,-3160.0,-7.0
-1.0,16.26,5221.0,-6.0,258.0,390.0,35778.0,157.0,-3161.0,-18.0
5.0,16.27,5222.0,-4.0,264.0,398.0,35778.0,158.0,-3162.0,-18.0
9.0,16.28,5223.0,2.0,267.0,403.0,35777.0,159.0,-3164.0,-10.0
9.0,16.29,5223.0,3.0,264.0,400.0,35776.0,160.0,-3165.0,0.0
-8.0,16.32,5222.0,-1.0,252.0,386.0,35777.0,158.0,-3164.0,-3.0
-6.0,16.33,5222.0,-2.0,259.0,392.0,35777.0,157.0,-3164.0,-6.0
-1.0,16.34,5222.0,0.0,265.0,399.0,35777.0,158.0,-3164.0,-4.0
2.0,16.35,5222.0,4.0,268.0,403.0,35777.0,160.0,-3164.0,5.0
2.0,16.36,5222.0,6.0,261.0,398.0,35776.0,161.0,-3164.0,10.0
-11.0,16.39,5219.0,1.0,260.0,394.0,35777.0,159.0,-3163.0,-2.0
-7.0,16.4,5219.0,2.0,268.0,402.0,35777.0,159.0,-3162.0,4.0
-2.0,16.41,5218.0,4.0,271.0,406.0,35777.0,160.0,-3161.0,16.0
3.0,16.42,5218.0,7.0,267.0,403.0,35775.0,161.0,-3160.0,24.0
0.0,16.43,5218.0,8.0,259.0,395.0,35774.0,162.0,-3158.0,20.0
-5.0,16.44,5217.0,7.0,253.0,388.0,35774.0,161.0,-3158.0,9.0
-8.0,16.46,5215.0,3.0,265.0,399.0,35774.0,159.0,-3158.0,0.0
-6.0,16.47,5214.0,6.0,272.0,408.0,35774.0,160.0,-3156.0,16.0
-1.0,16.48,5214.0,9.0,272.0,409.0,35773.0,162.0,-3154.0,32.0
0.0,16.49,5213.0,10.0,266.0,405.0,35772.0,163.0,-3151.0,40.0
-8.0,16.51,5212.0,6.0,250.0,386.0,35771.0,161.0,-3146.0,24.0
-12.0,16.52,5210.0,2.0,239.0,373.0,35771.0,158.0,-3145.0,0.0
-15.0,16.53,5209.0,2.0,253.0,386.0,35772.0,156.0,-3146.0,-20.0
-8.0,16.54,5208.0,3.0,268.0,401.0,35773.0,157.0,-3147.0,-8.0
-3.0,16.56,5207.0,9.0,262.0,399.0,35771.0,159.0,-3144.0,28.0
-7.0,16.57,5206.0,10.0,258.0,395.0,35770.0,162.0,-3142.0,29.0
-10.0,16.58,5205.0,5.0,248.0,383.0,35770.0,161.0,-3139.0,23.0
-13.0,16.59,5204.0,-2.0,243.0,375.0,35772.0,159.0,-3138.0,0.0
-2.0,16.61,5203.0,-3.0,271.0,403.0,35774.0,159.0,-3140.0,-22.0
11.0,16.62,5204.0,0.0,280.0,414.0,35773.0,161.0,-3141.0,-3.0
16.0,16.63,5206.0,2.0,272.0,408.0,35772.0,163.0,-3141.0,16.0
12.0,16.64,5206.0,2.0,253.0,392.0,35770.0,163.0,-3141.0,15.0
-4.0,16.66,5207.0,-7.0,251.0,385.0,35772.0,159.0,-3142.0,-22.0
-1.0,16.67,5207.0,-9.0,262.0,396.0,35773.0,157.0,-3143.0,-24.0
7.0,16.68,5208.0,-5.0,269.0,404.0,35773.0,158.0,-3144.0,-12.0
11.0,16.69,5209.0,0.0,267.0,405.0,35772.0,160.0,-3145.0,-1.0
4.0,16.71,5210.0,0.0,255.0,394.0,35771.0,162.0,-3145.0,3.0
-5.0,16.72,5210.0,-3.0,251.0,388.0,35772.0,161.0,-3145.0,-7.0
-9.0,16.73,5210.0,-7.0,252.0,387.0,35774.0,159.0,-3146.0,-17.0
-7.0,16.74,5210.0,-9.0,258.0,391.0,35775.0,157.0,-3146.0,-22.0
6.0,16.76,5211.0,-4.0,266.0,401.0,35776.0,159.0,-3149.0,-11.0
8.0,16.77,5212.0,-1.0,264.0,400.0,35776.0,160.0,-3149.0,-4.0
2.0,16.79,5213.0,-5.0,256.0,390.0,35776.0,161.0,-3150.0,-9.0
2.0,16.79,5213.0,-5.0,256.0,390.0,35776.0,161.0,-3150.0,-9.0
1.0,16.8,5214.0,-8.0,257.0,390.0,35777.0,159.0,-3150.0,-14.0
4.0,16.81,5214.0,-9.0,261.0,393.0,35778.0,158.0,-3151.0,-15.0
12.0,16.82,5216.0,-8.0,265.0,397.0,35778.0,158.0,-3153.0,-14.0
18.0,16.84,5219.0,-2.0,263.0,399.0,35776.0,161.0,-3156.0,-8.0
14.0,16.85,5221.0,-3.0,260.0,397.0,35775.0,161.0,-3157.0,-7.0
8.0,16.86,5222.0,-4.0,256.0,394.0,35775.0,160.0,-3158.0,-7.0
3.0,16.87,5222.0,-7.0,255.0,390.0,35776.0,159.0,-3158.0,-9.0
3.0,16.88,5223.0,-8.0,256.0,390.0,35777.0,158.0,-3159.0,-11.0
4.0,16.9,5225.0,-4.0,261.0,397.0,35777.0,158.0,-3160.0,-10.0
3.0,16.92,5225.0,-1.0,260.0,396.0,35777.0,160.0,-3161.0,-2.0
-5.0,16.94,5225.0,-4.0,255.0,389.0,35779.0,159.0,-3161.0,-7.0
-5.0,16.94,5225.0,-4.0,255.0,389.0,35779.0,159.0,-3161.0,-7.0
-4.0,16.95,5225.0,-4.0,258.0,390.0,35780.0,158.0,-3161.0,-10.0
0.0,16.96,5225.0,-4.0,258.0,390.0,35780.0,158.0,-3161.0,-8.0
3.0,16.97,5226.0,-2.0,255.0,387.0,35780.0,157.0,-3162.0,-8.0
1.0,16.99,5226.0,0.0,254.0,386.0,35780.0,158.0,-3166.0,-19.0
-3.0,17.0,5226.0,0.0,263.0,396.0,35780.0,159.0,-3167.0,-16.0
0.0,17.01,5226.0,1.0,276.0,410.0,35780.0,161.0,-3167.0,0.0
2.0,17.02,5226.0,1.0,282.0,417.0,35780.0,164.0,-3165.0,22.0
3.0,17.05,5227.0,-1.0,245.0,380.0,35778.0,161.0,-3161.0,-5.0
3.0,17.05,5227.0,-1.0,245.0,380.0,35778.0,161.0,-3161.0,-5.0
1.0,17.06,5227.0,-3.0,249.0,383.0,35778.0,157.0,-3164.0,-33.0
1.0,17.07,5228.0,-2.0,262.0,396.0,35779.0,155.0,-3167.0,-34.0
1.0,17.09,5227.0,9.0,264.0,402.0,35777.0,157.0,-3168.0,16.0
-8.0,17.1,5226.0,12.0,257.0,395.0,35776.0,160.0,-3166.0,33.0
-19.0,17.11,5224.0,11.0,256.0,393.0,35776.0,162.0,-3162.0,37.0
-25.0,17.12,5221.0,9.0,262.0,397.0,35777.0,162.0,-3158.0,34.0
-22.0,17.13,5219.0,6.0,267.0,401.0,35778.0,162.0,-3154.0,29.0
-8.0,17.15,5217.0,5.0,252.0,384.0,35778.0,159.0,-3151.0,2.0
-6.0,17.16,5216.0,5.0,254.0,386.0,35778.0,158.0,-3153.0,-19.0
-4.0,17.17,5215.0,5.0,266.0,400.0,35778.0,159.0,-3155.0,-17.0
-2.0,17.18,5215.0,6.0,269.0,403.0,35777.0,159.0,-3155.0,6.0
-4.0,17.19,5214.0,7.0,259.0,394.0,35776.0,159.0,-3153.0,25.0
-9.0,17.2,5213.0,10.0,252.0,386.0,35776.0,159.0,-3151.0,25.0
-9.0,17.22,5211.0,6.0,265.0,399.0,35776.0,161.0,-3146.0,22.0
-3.0,17.23,5210.0,6.0,267.0,402.0,35775.0,161.0,-3144.0,26.0
1.0,17.24,5210.0,8.0,262.0,398.0,35774.0,161.0,-3143.0,20.0
1.0,17.25,5210.0,7.0,256.0,393.0,35773.0,163.0,-3144.0,7.0
-4.0,17.26,5209.0,4.0,255.0,391.0,35773.0,161.0,-3144.0,-5.0
-4.0,17.26,5209.0,4.0,255.0,391.0,35773.0,161.0,-3144.0,-5.0
-6.0,17.28,5208.0,2.0,260.0,396.0,35773.0,158.0,-3145.0,-3.0
-7.0,17.29,5207.0,4.0,260.0,396.0,35773.0,158.0,-3145.0,6.0
-10.0,17.31,5205.0,6.0,257.0,394.0,35773.0,160.0,-3141.0,20.0
-13.0,17.32,5204.0,5.0,257.0,393.0,35773.0,160.0,-3139.0,15.0
-12.0,17.33,5203.0,4.0,258.0,393.0,35774.0,161.0,-3138.0,9.0
-10.0,17.34,5202.0,3.0,259.0,394.0,35774.0,160.0,-3137.0,3.0
-7.0,17.35,5201.0,2.0,262.0,395.0,35775.0,160.0,-3137.0,-2.0
-2.0,17.36,5201.0,3.0,264.0,397.0,35774.0,160.0,-3138.0,-3.0
3.0,17.38,5201.0,2.0,265.0,400.0,35774.0,161.0,-3138.0,1.0
4.0,17.39,5201.0,1.0,263.0,400.0,35773.0,161.0,-3138.0,4.0
4.0,17.4,5202.0,0.0,262.0,398.0,35773.0,161.0,-3138.0,4.0
4.0,17.41,5202.0,-1.0,261.0,396.0,35773.0,161.0,-3138.0,3.0
